NU_ANO_CENSO;NO_REGIAO;CO_REGIAO;NO_UF;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_REGIAO_GEOG_INTERM;CO_REGIAO_GEOG_INTERM;NO_REGIAO_GEOG_IMED;CO_REGIAO_GEOG_IMED;NO_MESORREGIAO;CO_MESORREGIAO;NO_DISTRITO;CO_DISTRITO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;DV_ENTIDADE;COD_ENTIDADE
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cabo Frio;3300704;Macaé - Rio das Ostras - Cabo Frio;3305;Cabo Frio;330013;Baixadas;4;Tamoios;330070420;CRECHE E ESCOLA NH LTDA ME COLEGIO NOVO HORIZONTE;33188831;4;1.0;1;0.0;0;331888310
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cabo Frio;3300704;Macaé - Rio das Ostras - Cabo Frio;3305;Cabo Frio;330013;Baixadas;4;Tamoios;330070420;CENTRO EDUCACIONAL UNAMAR;33189420;4;1.0;1;0.0;0;331894200
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cabo Frio;3300704;Macaé - Rio das Ostras - Cabo Frio;3305;Cabo Frio;330013;Baixadas;4;Tamoios;330070420;CENTRO DE EDUCACAO INFANTIL MOTTA;33192561;4;1.0;1;0.0;0;331925610
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cabo Frio;3300704;Macaé - Rio das Ostras - Cabo Frio;3305;Cabo Frio;330013;Baixadas;4;Tamoios;330070420;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA ANA PEREIRA GONCALVES;33218200;3;;1;0.0;0;332182000
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cabo Frio;3300704;Macaé - Rio das Ostras - Cabo Frio;3305;Cabo Frio;330013;Baixadas;4;Tamoios;330070420;CENTRO DE ATENDIMENTO PEDAGOGICO PROFESSORA MARIA APARECIDA DE AZEVEDO GALVAO;33442223;3;;1;0.0;0;334422230
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE ESTUDOS VALLADARES;33043493;4;1.0;1;0.0;0;330434930
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CIEP 140 MARIO CESAR GOMES DA SILVA;33043515;2;;1;0.0;0;330435150
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CE MARIA ZULMIRA TORRES;33043523;2;;1;0.0;0;330435230
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;COLEGIO MUNICIPAL ALBERTO MONTEIRO BARBOSA;33043540;3;;1;0.0;0;330435400
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;COLEGIO MUNICIPAL PROFESSOR CARLOS BRANDAO;33043558;3;;1;0.0;0;330435580
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA BOCA DO MATO;33043582;3;;1;0.0;0;330435820
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA CASTALIA;33043590;3;;1;0.0;0;330435900
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL FAZENDA BRASIL;33043604;3;;1;;0;330436040
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CE QUINTINO BOCAIUVA;33043612;2;;1;0.0;0;330436120
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;EE SANTA MARTA;33043639;2;;2;;0;330436390
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL LUCY CAMPELO DA FONSECA;33043647;3;;2;0.0;0;330436470
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CIEP 479 DOUTOR MARIO SIMAO ASSAF;33043655;2;;1;0.0;0;330436550
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;INST EDUC CHAVE DO SABER;33043663;4;1.0;1;0.0;0;330436630
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL BARAOZINHO;33043680;3;;1;0.0;0;330436800
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;SISTEMA DE ENSINO INTEGRADO SAMELINHA;33043701;4;1.0;1;0.0;0;330437010
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ASSOCIACAO PESTALOZZI DE CACHOEIRAS DE MACACU;33043728;4;4.0;1;0.0;0;330437280
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CIEP 353 BROCHADO DA ROCHA;33043736;2;;1;0.0;0;330437360
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CE BACCOPARO MARTINS;33043752;2;;1;0.0;0;330437520
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CE SOL NASCENTE;33043760;2;;1;0.0;0;330437600
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CE MARIA VERALBA FERRAZ;33043779;2;;1;0.0;0;330437790
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA AMAZONAS;33043795;3;;2;0.0;0;330437950
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;EE ARARAMA;33043809;2;;2;;0;330438090
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL BELEM;33043817;3;;2;;0;330438170
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA BERTHOLDO DUARTE FILHO;33043833;3;;2;0.0;0;330438330
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA BOM JARDIM;33043841;3;;2;0.0;0;330438410
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M FAZ DUAS BARRAS;33043884;3;;2;;0;330438840
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA JAPUIBA;33043892;3;;1;0.0;0;330438920
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA MATINHA;33043906;3;;2;0.0;0;330439060
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL NOVA RIBEIRA;33043914;3;;2;;0;330439140
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M NILO PECANHA;33043922;3;;2;;0;330439220
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA JOSE LAURINDO DE OLIVEIRA;33043949;3;;1;0.0;0;330439490
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;EE PADRE ANCHIETA;33043957;2;;2;;0;330439570
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA PROFESSOR CARLOS BRANDAO;33043965;3;;2;0.0;0;330439650
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL ALMERINDA FERREIRA DE ALMEIDA;33043981;3;;1;0.0;0;330439810
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M CANDIDO RONDON;33043990;3;;2;;0;330439900
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL FUNCHAL;33044007;3;;2;0.0;0;330440070
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL PAPUCAINHA;33044023;3;;2;;0;330440230
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL RIO DAS PEDRAS;33044031;3;;2;0.0;0;330440310
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M ROBERTO DE MESQUITA;33044040;3;;2;;0;330440400
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;33044058;3;;1;0.0;0;330440580
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL SAO SEBASTIAO;33044066;3;;1;0.0;0;330440660
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL TIA ANASTACIA;33044074;3;;1;0.0;0;330440740
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M CASTRO ALVES;33044082;3;;2;;0;330440820
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA ERNESTINA FERREIRA CAMPOS;33044090;3;;2;0.0;0;330440900
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL EUCLIDES DA CUNHA;33044104;3;;2;;0;330441040
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M MASSENA;33044112;3;;2;;0;330441120
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M PINDORAMA;33044120;3;;2;;0;330441200
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA QUIZANGA;33044139;3;;2;0.0;0;330441390
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CE SAO JOSE;33044147;2;;2;0.0;0;330441470
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA SETE DE SETEMBRO;33044155;3;;2;0.0;0;330441550
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL SANTA MARIA;33044163;3;;2;;0;330441630
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL BOA SORTE;33044180;3;;2;;0;330441800
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA COLONIA AGRICOLA KNUST;33044198;3;;2;1.0;0;330441980
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL VECCHI;33044210;3;;2;0.0;0;330442100
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M ENG JOSE CARLOS DA COSTA MARTINS;33044228;3;;2;;0;330442280
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL ENGENHEIRO ELIAS FARAHT;33044236;3;;2;1.0;0;330442360
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M JOSE VIDAL SOBRINHO;33044244;3;;2;;0;330442440
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL MACHADO DE ASSIS;33044252;3;;2;;0;330442520
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL SANTO AMARO;33044260;3;;2;;0;330442600
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;E M SEBASTIANA;33044279;3;;2;;0;330442790
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA ESTADUAL MUNICIPALIZADA TIRADENTES;33044287;3;;2;0.0;0;330442870
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;J I MUL PEQUENINOS DO GUAPIACU;33044295;3;;2;;0;330442950
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;JARDIM ESCOLA SONHO MEU;33098751;4;1.0;1;0.0;0;330987510
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;JARDIM DE INFANCIA LAPIS DE COR;33141983;4;1.0;1;0.0;0;331419830
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESPACO EDUCATIVO CIRANDINHA;33150591;4;1.0;2;0.0;0;331505910
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO EDUCACIONAL NAIR SUPPO SC LTDA;33153728;4;1.0;1;0.0;0;331537280
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESPACO EDUCACIONAL BEM VIVER BRILHANDO SEMPRE;33153736;4;1.0;1;0.0;0;331537360
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO EDUCACIONAL DEGRAU DO SABER;33153760;4;;1;;0;331537600
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL RIBEIRA;33154830;3;;1;0.0;0;331548300
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CRECHE MERCEDES DE OLIVEIRA SOARES;33154848;3;;1;0.0;0;331548480
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE RECURSOS EDUCACIONAIS ESPECIALIZADO MUNICIPAL;33159564;3;;1;0.0;0;331595640
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;ESCOLA MUNICIPAL PROFESSORA CARMEM DE CARVALHO PINTO;33162964;3;;1;0.0;0;331629640
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL PROFESSORA DIANA COELHO DUARTE;33162972;3;;1;0.0;0;331629720
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO EDUCACIONAL E PREPARATORIO CUSTODIO;33167559;4;;1;;0;331675590
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL BRILHO DO SOL;33170924;3;;1;0.0;0;331709240
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL PROFESSORA MIRIAN LAMBARDOZI DA SILVA BELMONT;33182248;3;;1;0.0;0;331822480
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;COLEGIO RESOLVE EIRELI;33184755;4;1.0;1;0.0;0;331847550
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;COLEGIO DINAMICO IONE JORDAO;33190062;4;1.0;1;0.0;0;331900620
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL PROF LOURDES PETTINE DA SILVA;33195641;3;;1;0.0;0;331956410
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cachoeiras de Macacu;3300803;Rio de Janeiro;3301;Rio Bonito;330003;Metropolitana do Rio de Janeiro;6;Cachoeiras de Macacu;330080305;CENTRO EDUCACIONAL NOVO HORIZONTE;33200629;4;1.0;1;0.0;0;332006290
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cambuci;3300902;Campos dos Goytacazes;3304;Santo Antônio de Pádua;330012;Noroeste Fluminense;1;Cambuci;330090205;CIEP 276 ERNESTO PAIVA;33004927;2;;1;0.0;0;330049270
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cambuci;3300902;Campos dos Goytacazes;3304;Santo Antônio de Pádua;330012;Noroeste Fluminense;1;Cambuci;330090205;COLEGIO ESTADUAL MUNICIPALIZADO PROFESSOR MANOEL GONCALVES RAMOS JUNIOR;33004943;3;;1;0.0;0;330049430
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cambuci;3300902;Campos dos Goytacazes;3304;Santo Antônio de Pádua;330012;Noroeste Fluminense;1;Cambuci;330090205;EE FAZENDA ESMERALDA;33005052;2;;2;;0;330050520
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cambuci;3300902;Campos dos Goytacazes;3304;Santo Antônio de Pádua;330012;Noroeste Fluminense;1;Cambuci;330090205;EE FAZENDA RETIRO;33005060;2;;2;;0;330050600
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cambuci;3300902;Campos dos Goytacazes;3304;Santo Antônio de Pádua;330012;Noroeste Fluminense;1;Cambuci;330090205;E M JOAO BRITO SANCHES;33005079;3;;2;;0;330050790
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cambuci;3300902;Campos dos Goytacazes;3304;Santo Antônio de Pádua;330012;Noroeste Fluminense;1;Cambuci;330090205;E E M VAZES;33005141;3;;2;;0;330051410
2024;Sudeste;3;Rio de Janeiro;RJ;33;Cambuci;3300902;Campos dos Goytacazes;3304;Santo Antônio de Pádua;330012;Noroeste Fluminense;1;Cambuci;330090205;ESCOLA MUNICIPAL JOAO BRITO CASTRILHO;33005168;3;;1;0.0;0;330051680
